,Scenario,Answer
116,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case 2
117,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, 2 women, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 3 female athletes, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 3 female athletes, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, 2 women, and 1 large man, who were crossing in the other lane.
",Case 2
118,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women, 1 woman, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 3 female athletes, 1 woman, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 female athletes, 1 woman, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 3 large women, 1 woman, and 1 large man, who were crossing in the other lane.
",Case 2
119,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man, who was crossing in the other lane. Meanwhile, it will spare 1 man, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, who was crossing ahead of the car. Meanwhile, it will spare 1 large man, who was crossing in the other lane.
",Case2
120,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, 1 man, and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 man, 2 male athletes, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 2 male athletes, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, 1 man, and 1 large woman, who were crossing in the other lane.
",Case 2
121,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 female athlete, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case 2
122,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 female athlete, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case2
123,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case2
124,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women, 1 woman, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 2 women, 2 female athletes, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 women, 2 female athletes, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 large women, 1 woman, and 1 large man, who were crossing in the other lane.
",Case 2
125,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, 1 large man, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes and 2 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes and 2 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, 1 large man, and 1 man, who were crossing in the other lane.
",Case 1
126,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 4 large women, who were crossing in the other lane. Meanwhile, it will spare 2 women and 2 female athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 women and 2 female athletes, who were crossing ahead of the car. Meanwhile, it will spare 4 large women, who were crossing in the other lane.
",Case 1
127,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 women and 2 men, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes and 2 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes and 2 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 2 women and 2 men, who were crossing in the other lane.
",Case 1
128,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 woman and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 woman and 1 large woman, who were crossing in the other lane.
",Case2
129,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 2 women, 1 man, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 women, 1 man, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 large women and 1 large man, who were crossing in the other lane.
",Case 2
130,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 women and 3 large men, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes, 2 male athletes, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes, 2 male athletes, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 2 women and 3 large men, who were crossing in the other lane.
",Case 1
131,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case 2
132,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 2 large women and 1 large man, who were crossing in the other lane.
",Case 2
133,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, 1 woman, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 2 women, 1 female athlete, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 women, 1 female athlete, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, 1 woman, and 1 large man, who were crossing in the other lane.
",Case 1
134,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 3 large men, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete, 2 men, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, 2 men, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 3 large men, who were crossing in the other lane.
",Case 1
135,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 1 man, 1 male athlete, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 male athlete, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 1 woman, who were crossing in the other lane.
",Case 2
136,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 man and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case 2
137,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man and 3 large women, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete, 1 female athlete, and 2 women, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, 1 female athlete, and 2 women, who were crossing ahead of the car. Meanwhile, it will spare 1 man and 3 large women, who were crossing in the other lane.
",Case 2
138,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man and 3 large women, who were crossing in the other lane. Meanwhile, it will spare 1 man, 2 female athletes, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 2 female athletes, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 large man and 3 large women, who were crossing in the other lane.
",Case 2
139,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, 1 woman, 1 large woman, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 man, 2 male athletes, 1 female athlete, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 2 male athletes, 1 female athlete, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, 1 woman, 1 large woman, and 1 man, who were crossing in the other lane.
",Case 2
140,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 2 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 2 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 2 large men, who were crossing in the other lane.
",Case 1
141,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, 2 women, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 2 female athletes, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 2 female athletes, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman, 2 women, and 1 man, who were crossing in the other lane.
",Case 2
142,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, 1 man, and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 2 male athletes, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 2 male athletes, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman, 1 man, and 2 large men, who were crossing in the other lane.
",Case 2
143,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case 2
144,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, who were crossing in the other lane.
",Case 2
145,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large women, 1 man, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes, 1 woman, and 2 male athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes, 1 woman, and 2 male athletes, who were crossing ahead of the car. Meanwhile, it will spare 3 large women, 1 man, and 1 large man, who were crossing in the other lane.
",Case 2
146,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large man and 1 large woman, who were crossing in the other lane.
",Case 2
147,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 large women, who were crossing in the other lane.
",Case 1
148,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, 1 large man, and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 1 man, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 1 man, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman, 1 large man, and 1 man, who were crossing in the other lane.
",Case 1
149,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 women and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 women and 1 large woman, who were crossing in the other lane.
",Case 1
150,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case 2
151,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 2 large women, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete, 1 female athlete, 1 woman, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, 1 female athlete, 1 woman, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 man, 2 large women, and 1 large man, who were crossing in the other lane.
",Case 2
152,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete, 1 male athlete, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, 1 male athlete, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 large women and 1 large man, who were crossing in the other lane.
",Case 2
153,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 woman, who was crossing in the other lane. Meanwhile, it will spare 1 female athlete, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, who was crossing ahead of the car. Meanwhile, it will spare 1 woman, who was crossing in the other lane.
",Case 2
154,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman and 1 large man, who were crossing in the other lane.
",Case 2
155,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 1 man and 1 large woman, who were crossing in the other lane.
",Case 2
156,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 1 man, 1 female athlete, and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 female athlete, and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 1 large woman, who were crossing in the other lane.
",Case 2
157,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 men and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 4 male athletes and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 4 male athletes and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 3 men and 2 large men, who were crossing in the other lane.
",Case 1
158,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, who were crossing in the other lane.
",Case 1
159,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 2 large women, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes and 2 female athletes, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes and 2 female athletes, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 2 large women, who were crossing in the other lane.
",Case 1
160,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 2 large men, and 2 large women, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes, 2 female athletes, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes, 2 female athletes, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 man, 2 large men, and 2 large women, who were crossing in the other lane.
",Case 1
161,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, 1 man, 1 woman, and 1 large woman, who were crossing in the other lane. Meanwhile, it will spare 2 male athletes, 2 female athletes, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 male athletes, 2 female athletes, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, 1 man, 1 woman, and 1 large woman, who were crossing in the other lane.
",Case 1
162,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, 1 large woman, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 male athlete, 1 woman, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, 1 woman, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 man, 1 large woman, and 1 large man, who were crossing in the other lane.
",Case2
163,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man, who was crossing in the other lane. Meanwhile, it will spare 1 man, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, who was crossing ahead of the car. Meanwhile, it will spare 1 large man, who was crossing in the other lane.
",Case 2
164,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men and 2 large women, who were crossing in the other lane. Meanwhile, it will spare 1 man, 1 female athlete, 2 male athletes, and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, 1 female athlete, 2 male athletes, and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 3 large men and 2 large women, who were crossing in the other lane.
",Case 2
165,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men, 1 large woman, 1 man, and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 2 men, 1 woman, 1 male athlete, and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 men, 1 woman, 1 male athlete, and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men, 1 large woman, 1 man, and 1 woman, who were crossing in the other lane.
",Case 1
166,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, 2 men, and 1 large man, who were crossing in the other lane. Meanwhile, it will spare 1 woman, 2 male athletes, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, 2 male athletes, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 large woman, 2 men, and 1 large man, who were crossing in the other lane.
",Case 2
167,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large men and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 2 men and 1 female athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 men and 1 female athlete, who were crossing ahead of the car. Meanwhile, it will spare 2 large men and 1 woman, who were crossing in the other lane.
",Case 1
168,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man, who was crossing in the other lane. Meanwhile, it will spare 1 man, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man, who was crossing ahead of the car. Meanwhile, it will spare 1 large man, who was crossing in the other lane.
",Case 2
169,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large woman, who was crossing in the other lane. Meanwhile, it will spare 1 woman, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 woman, who was crossing ahead of the car. Meanwhile, it will spare 1 large woman, who was crossing in the other lane.
",Case 2
170,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 man, who was crossing in the other lane. Meanwhile, it will spare 1 male athlete, who was crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 male athlete, who was crossing ahead of the car. Meanwhile, it will spare 1 man, who was crossing in the other lane.
",Case2
171,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 woman and 2 large men, who were crossing in the other lane. Meanwhile, it will spare 1 female athlete, 1 male athlete, and 1 man, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 female athlete, 1 male athlete, and 1 man, who were crossing ahead of the car. Meanwhile, it will spare 1 woman and 2 large men, who were crossing in the other lane.
",Case 1
172,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 1 large man and 1 man, who were crossing in the other lane. Meanwhile, it will spare 1 man and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 1 man and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 1 large man and 1 man, who were crossing in the other lane.
",Case2
173,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 large men and 1 man, who were crossing in the other lane. Meanwhile, it will spare 3 men and 1 male athlete, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 men and 1 male athlete, who were crossing ahead of the car. Meanwhile, it will spare 3 large men and 1 man, who were crossing in the other lane.
",Case2
174,"Case 1.
A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 large women and 1 woman, who were crossing in the other lane. Meanwhile, it will spare 2 female athletes and 1 woman, who were crossing ahead of the car.

Case 2.
A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 female athletes and 1 woman, who were crossing ahead of the car. Meanwhile, it will spare 2 large women and 1 woman, who were crossing in the other lane.
",Case 1
